song_id,author,verse_order,text,num_lines,char_count,text_clean,removed_lines,meta_block_cut,n_words_clean,num_lines_clean,char_count_clean
Tera pa, wena brat jak stąd po Kamczatkę
Od zawsze ja mam tak sążną zajawkę
Kalkulator w garść robię sobie notatkę
O tak popatrz w tekst i ten przekaz ogarniesz
Zwrota dopięta na ostatni guzik
Aż szczęki w dół lecą jak albi mówi
Który ma takie steelo i taką formę
Robi rap? skądże a i tak reszta ciągnie
A na co dzień w pracy przed kompem
Praca, bo potrzebny papier jest ciągle
Ewolucja z bluzy w koszule
Raczej poszła, ale no luzik pasuje",17,606,"Ale jazda mam nagrać na hot16challenge
Lecę sprawdzaj ja mam dar zajebisty nie wiesz?
Bo reprezentuje podziemie
I wracam z emerytury na to wydarzenie
Tera pa, wena brat jak stąd po Kamczatkę
Od zawsze ja mam tak sążną zajawkę
Kalkulator w garść robię sobie notatkę
O tak popatrz w tekst i ten przekaz ogarniesz
Zwrota dopięta na ostatni guzik
Aż szczęki w dół lecą jak albi mówi
Który ma takie steelo i taką formę
Robi rap? skądże a i tak reszta ciągnie
A na co dzień w pracy przed kompem
Praca, bo potrzebny papier jest ciągle
Ewolucja z bluzy w koszule
Raczej poszła, ale no luzik pasuje",1,False,107,16,589
447,Meek,1,"#hot16challenge2
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky

Ja to obywatel świata
So la vida France
Marzę by wirusy zniknęły
Tak jak Dawida wąs
Chciałbyś wiedzieć czy rozumiem świat chociaż w połowie
Wiesz co ja ci na to powiem?
Nic Ci nie powiem
Chociaż miałem być w trasie
Coś zatrzymało mnie w chacie
W necie huczy, że w TV kampanie, a nie aniołowie
W sumie bardzo możliwe
No w końcu człowiek, to człowiek
Ostatnio nawet seler szepnął coś, że Rockefeller
Na to wypalił imbir
Że podobno Bill G
Już wysterylizował igły
Że się przed nimi nie uchroni nikt nigdy
Banan ma weltszmerc
Granat wybucha na 5G
A ja z YOUTUBEM śpiewam:
Fal
Nie ma fal
Nie ma fal
Nie ma fal
Nie ma fal
To ładny numer
Fajne zwroty na seksty
Takie romantyczne teksty
A, że Dawid nominował mnie to jeszcze milej jest mi
Moje gorące sixteen
Myślę o respiratorach
Gdy podgrzewam sobie Heetsy
Choć myślałem, że w czerwcu w pierwszej linii Bereszyński
Glik, Bednarek i Rybus
To jednak pracownicy medyczni
To dla nich cała akcja
Przemęczone twarze
Kryją w przyłbicach i maskach
Również dla nich ten
Angielski refren
Dla dobra zbiórki
Napisałem w nim o girlfriend

I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky

Dzięki za nominacje Dawid
Dzięki za nominacje Karian
Ja ze swojej strony nominuje:
Martę, Sarsę
Błażeja Króla
Melę Koteluk
I ponieważ jest mi bardzo przykro, że w tym roku nie odbędzie się EURO bardzo chciałbym usłyszeć chociaż jedenastkę naszego kapitana, dlatego czwarta nominacja wędruje do Roberta Lewandowskiego
Jeśli chodzi o nominację zagraniczną pomyślałem, że nominuję polsko-norweskie trio Santabarbara
No z tym, że tutaj jakby znając całą sytuację, wam czas na wykonywanie challenge'u przedłużam do 72 miesięcy
Dzięki, życzę wszystkim zdrowia i spokoju ducha, łoł",77,2150,"I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky

Ja to obywatel świata
So la vida France
Marzę by wirusy zniknęły
Tak jak Dawida wąs
Chciałbyś wiedzieć czy rozumiem świat chociaż w połowie
Wiesz co ja ci na to powiem?
Nic Ci nie powiem
Chociaż miałem być w trasie
Coś zatrzymało mnie w chacie
W necie huczy, że w TV kampanie, a nie aniołowie
W sumie bardzo możliwe
No w końcu człowiek, to człowiek
Ostatnio nawet seler szepnął coś, że Rockefeller
Na to wypalił imbir
Że podobno Bill G
Już wysterylizował igły
Że się przed nimi nie uchroni nikt nigdy
Banan ma weltszmerc
Granat wybucha na 5G
A ja z YOUTUBEM śpiewam:
Fal
Nie ma fal
Nie ma fal
Nie ma fal
Nie ma fal
To ładny numer
Fajne zwroty na seksty
Takie romantyczne teksty
A, że Dawid nominował mnie to jeszcze milej jest mi
Moje gorące sixteen
Myślę o respiratorach
Gdy podgrzewam sobie Heetsy
Choć myślałem, że w czerwcu w pierwszej linii Bereszyński
Glik, Bednarek i Rybus
To jednak pracownicy medyczni
To dla nich cała akcja
Przemęczone twarze
Kryją w przyłbicach i maskach
Również dla nich ten
Angielski refren
Dla dobra zbiórki
Napisałem w nim o girlfriend

I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky
I have never fought
She was my first girlfriend
From the sky",2,True,285,66,1557
448,Merghani,1,"#hot16challenge2
Na front, wracam na front, oni tu rapują a ja płynę pod prąd
Real talk, suko real talk, mam gotową płytę i nie będziesz czekać za nią rok
Nie czuję już żadnej presji na mnie, nie pytaj dlaczego
Nie że leżę, w wannie siedzę, w saunie ciągle robię fuego
Wyjebane co mówią na mieście, ty powiedz całej reszcie żeby tu wpła-ca-li sos
Typie  lepiej zmień swoje podejście, to nie ostatnie wejście, żebyś jakoś dźwignął to
Stawiam ciągle kroki, chcę cię znaleźć w miejscu gdzieś, gdzie niekończące drogi będą prowadzić nas we mgle
Serce moje ciągle w rytmie BPM
Ciągle prośby do mnie tak jak na DM
Tango, tańczę jak Rocky
Tego mam dość, smutki na boki
Wpłacaj ten sos, zaglądaj w opis
Dbajcie o siebie póki jest oki",14,725,"Na front, wracam na front, oni tu rapują a ja płynę pod prąd
Real talk, suko real talk, mam gotową płytę i nie będziesz czekać za nią rok
Nie czuję już żadnej presji na mnie, nie pytaj dlaczego
Nie że leżę, w wannie siedzę, w saunie ciągle robię fuego
Wyjebane co mówią na mieście, ty powiedz całej reszcie żeby tu wpła-ca-li sos
Typie lepiej zmień swoje podejście, to nie ostatnie wejście, żebyś jakoś dźwignął to
Stawiam ciągle kroki, chcę cię znaleźć w miejscu gdzieś, gdzie niekończące drogi będą prowadzić nas we mgle
Serce moje ciągle w rytmie BPM
Ciągle prośby do mnie tak jak na DM
Tango, tańczę jak Rocky
Tego mam dość, smutki na boki
Wpłacaj ten sos, zaglądaj w opis
Dbajcie o siebie póki jest oki",1,False,130,13,707
449,MiZeb,1,"#hot16challenge2
Sie sind am diskutier'n, wann spuckt er mal wieder Zeil'n
Nie den gleichen Style doch kill' Enemies am Mic
Immer noch ganz unten ich agiere in der Nacht
Junge laber mich nicht voll ich geb ein Fick was du machst
Ich mach was ich will Bruder rappe bis zum Tod
Deine Freunde sind auf Pill'n ich auf aggressiven Flows
Mache ein, zwei Mill'n und am Ende wieder broke
Verschwenderisches Leben, zahl' für jeden meiner Bros
Ich tick' weiter Songs auf Spotify und Deezer
Realtalk Mucke mit dem Copyright von Kil2la
Ich will keine Penthouse Wohnung will ne Villa
Labels komm'n mit Vorschuss, wickeln Rapper um den Finger
Aber nicht mit mir bro, ich bleib independent bis zum Tod
Mach mich reich und danach hol ich die Family mit hoch
Ich werd niemals sign' doch bleib Major
Jage diesen Hype, keine Zeit für Verräter",17,823,"Sie sind am diskutier'n, wann spuckt er mal wieder Zeil'n
Nie den gleichen Style doch kill' Enemies am Mic
Immer noch ganz unten ich agiere in der Nacht
Junge laber mich nicht voll ich geb ein Fick was du machst
Ich mach was ich will Bruder rappe bis zum Tod
Deine Freunde sind auf Pill'n ich auf aggressiven Flows
Mache ein, zwei Mill'n und am Ende wieder broke
Verschwenderisches Leben, zahl' für jeden meiner Bros
Ich tick' weiter Songs auf Spotify und Deezer
Realtalk Mucke mit dem Copyright von Kil2la
Ich will keine Penthouse Wohnung will ne Villa
Labels komm'n mit Vorschuss, wickeln Rapper um den Finger
Aber nicht mit mir bro, ich bleib independent bis zum Tod
Mach mich reich und danach hol ich die Family mit hoch
Ich werd niemals sign' doch bleib Major
Jage diesen Hype, keine Zeit für Verräter",1,False,146,16,806
450,Michał Anioł,1,"#Hot16Challenge2
Cały czas śnię
O tym że chciałbym z kimś
O tym że chciałbym gdzieś
Przez całe dnie
Łazić z tą jedną po tym
Po czym nie łazi się
Szkoda że tak pięknie
Jest kiedy serce mięknie
Bo mój rozsądek walczy
Z ostrym cieniem we mgle
Dokąd tak szybko biegnę
Przecież jeszcze wcześnie
Nikt nie zabierze miejsca
Mi u boku tej jednej",15,336,"Cały czas śnię
O tym że chciałbym z kimś
O tym że chciałbym gdzieś
Przez całe dnie
Łazić z tą jedną po tym
Po czym nie łazi się
Szkoda że tak pięknie
Jest kiedy serce mięknie
Bo mój rozsądek walczy
Z ostrym cieniem we mgle
Dokąd tak szybko biegnę
Przecież jeszcze wcześnie
Nikt nie zabierze miejsca
Mi u boku tej jednej",1,False,61,14,319
451,Michał Karmowski,1,"#hot16challenge2
Nigdy tego nie robiłem, ale White rzucił mi wyzwanie
#hot16challenge 2020, lecimy z tym bitem

Będę szczery z wami ziomy, challenge w chuj jest wypasiony
Pomagamy zbierać siano, aby lepiej nam się działo
Covid, suka dziewiętnasta, przyjechała skądś znienacka
Wszyscy dosyć tego mamy, bo zamknęły nas te dzbany
W domu, w bloku, w wiejskiej chacie, co wy tam odpierdalcie?
Dupa rośnie od leżenia, skomle lamus z przerażenia
Będzie bęben wywalony, wisieć będą salcesony
Tak być może, lecz nie musi, mnie na lato sixpack kusi
Wstaje z wyra, wkładam najki i spierdalam robić planki
W drodze jeszcze łyk trzynastki, teraz spalę wszystkie ciastki
Robię plecy, nogi, bica, to element mego życia
Biegam z rana jak ten głupi, żeby tylko sadło zrzucić
Większość tego nie zrozumie, jednak mam ich wszystkich w dupie
Wy tak samo też możecie, zapierdalać choćby w lesie
Jeśli plan jest wykonany, efekt będzie murowany
Sixpack świecić będzie w lato, co wy na to tato, mamo?
Dobra, ziomek ruszaj smiało, wkładam dresy, choćby łalo
To nie problem biegać w deszczu, chyba, że się boisz leszczu
Boisz się o grzywkę z żelem, w takim razie będziesz zerem
Nic nie powiem więcej ziomek, łap ten tekst i na tym koniec
Już spierdalam z tego bita, dzięki RX! Piona zbita!

Słuchajcie #hot16challenge2, pamiętajcie o wpłacaniu siana na siepomaga. A ja nominuję największego idola sportów walki - Michała Materlę, Safula i najsilniejszego człowieka świata - Mariusza Pudzianowskiego
Pozdro!",26,1479,"Nigdy tego nie robiłem, ale White rzucił mi wyzwanie
#hot16challenge 2020, lecimy z tym bitem

Będę szczery z wami ziomy, challenge w chuj jest wypasiony
Pomagamy zbierać siano, aby lepiej nam się działo
Covid, suka dziewiętnasta, przyjechała skądś znienacka
Wszyscy dosyć tego mamy, bo zamknęły nas te dzbany
W domu, w bloku, w wiejskiej chacie, co wy tam odpierdalcie?
Dupa rośnie od leżenia, skomle lamus z przerażenia
Będzie bęben wywalony, wisieć będą salcesony
Tak być może, lecz nie musi, mnie na lato sixpack kusi
Wstaje z wyra, wkładam najki i spierdalam robić planki
W drodze jeszcze łyk trzynastki, teraz spalę wszystkie ciastki
Robię plecy, nogi, bica, to element mego życia
Biegam z rana jak ten głupi, żeby tylko sadło zrzucić
Większość tego nie zrozumie, jednak mam ich wszystkich w dupie
Wy tak samo też możecie, zapierdalać choćby w lesie
Jeśli plan jest wykonany, efekt będzie murowany
Sixpack świecić będzie w lato, co wy na to tato, mamo?
Dobra, ziomek ruszaj smiało, wkładam dresy, choćby łalo
To nie problem biegać w deszczu, chyba, że się boisz leszczu
Boisz się o grzywkę z żelem, w takim razie będziesz zerem
Nic nie powiem więcej ziomek, łap ten tekst i na tym koniec
Już spierdalam z tego bita, dzięki RX! Piona zbita!

Słuchajcie #hot16challenge2, pamiętajcie o wpłacaniu siana na siepomaga. A ja nominuję największego idola sportów walki - Michała Materlę, Safula i najsilniejszego człowieka świata - Mariusza Pudzianowskiego
Pozdro!",1,False,233,25,1462
452,Michał Pol,1,"#Hot16Challenge2
GOMBAO33, M-A-T-A, pomiot liryczny
Susan Wojcicki daje bit mi
A twój chłopak mi wysyła dick pic
Yhy, yhy, jestem chory
Bo spalam gibony jak pożary w Amazonii
Małpki opierdalam naraz jak kanibal, ale goryl
Jak pijemy wódę, to lubimy w płuco przypierdolić, o
Piękna pani, leje grubemu coli
Nagle przerwany tour i wracamy do pornoli
Uuu, trzydziestka na jajach często, u mnie
Trzydziestka na jajach ciężko, w kurwę
Trzydziestka na jajach wiedźcie kundle
Że nie chodzi tu o milfa co pucuje berło
M-A-T niechciane dziecko
Piotrka Żyły no i Sławka Peszko na pierwszej domówce
Zioło jest legalne, weź mi, ziom, nie pierdol
Skoro nawet w Tesco możesz kupić lufkę
Miałem poruchać na trasie, a biję kuca na chacie
Bo twój stary musiał opierdolić nietoperza w Wuhan
Trzydziestka na jajach w kurwę ciężko
Jeśli umrę to będąc legendą, a tylko złapałem bucha

Moje nominacje to Przemek Ferguson, Vito Bambino
Borixon czyli polski Snoop Dogg, Adam i Snoop Dogg, joł, ey, pozdro, ziomblo, pa, elo
O dobra, oglądamy?",25,1016,"GOMBAO33, M-A-T-A, pomiot liryczny
Susan Wojcicki daje bit mi
A twój chłopak mi wysyła dick pic
Yhy, yhy, jestem chory
Bo spalam gibony jak pożary w Amazonii
Małpki opierdalam naraz jak kanibal, ale goryl
Jak pijemy wódę, to lubimy w płuco przypierdolić, o
Piękna pani, leje grubemu coli
Nagle przerwany tour i wracamy do pornoli
Uuu, trzydziestka na jajach często, u mnie
Trzydziestka na jajach ciężko, w kurwę
Trzydziestka na jajach wiedźcie kundle
Że nie chodzi tu o milfa co pucuje berło
M-A-T niechciane dziecko
Piotrka Żyły no i Sławka Peszko na pierwszej domówce
Zioło jest legalne, weź mi, ziom, nie pierdol
Skoro nawet w Tesco możesz kupić lufkę
Miałem poruchać na trasie, a biję kuca na chacie
Bo twój stary musiał opierdolić nietoperza w Wuhan
Trzydziestka na jajach w kurwę ciężko
Jeśli umrę to będąc legendą, a tylko złapałem bucha

Moje nominacje to Przemek Ferguson, Vito Bambino
Borixon czyli polski Snoop Dogg, Adam i Snoop Dogg, joł, ey, pozdro, ziomblo, pa, elo
O dobra, oglądamy?",1,False,171,24,999
453,Michał Rusinek,1,"#Hot16Challenge
Listę najlepszych producentów, ziom, otwiera Polmos
Wymieniam na Hawrana go, raperom odbieram godność
""I kiedy płyta, Biak?"" Pyta co drugi kolega głośno
Z tym co przeżyłem miałbym kilka, w tym jedną nagrobną
Nie wietrzyłem zmian, wolałem wietrzyć sklepy
Chuj mnie obchodzi co z tym zrobisz i gdzie z tym polecisz
I jak Ci nie wstyd?! Rapu słuchają dzieci
W pogoni za lepszej jakości szyciem, rodzice - konsumenci
Jebać to! Nominacje dla tych spoko MCs
A ci zapomniani po facebookach z tego robią selfies
Jak się chce, to się da, lecz mam trochę problem
Bo co teraz powiem kumplom, co im miesiąc stoję zwrotkę?
Ty, a jak wyjaśnię sobie, czy przespałem solo debiut
Na dyskach mamy odpowiedź
I czy będzie drugie ""Heavy...""? Nie wiem, damy znać blokom
Sprzedaliśmy nie za wiele - między nami spoko",17,809,"Listę najlepszych producentów, ziom, otwiera Polmos
Wymieniam na Hawrana go, raperom odbieram godność
""I kiedy płyta, Biak?"" Pyta co drugi kolega głośno
Z tym co przeżyłem miałbym kilka, w tym jedną nagrobną
Nie wietrzyłem zmian, wolałem wietrzyć sklepy
Chuj mnie obchodzi co z tym zrobisz i gdzie z tym polecisz
I jak Ci nie wstyd?! Rapu słuchają dzieci
W pogoni za lepszej jakości szyciem, rodzice - konsumenci
Jebać to! Nominacje dla tych spoko MCs
A ci zapomniani po facebookach z tego robią selfies
Jak się chce, to się da, lecz mam trochę problem
Bo co teraz powiem kumplom, co im miesiąc stoję zwrotkę?
Ty, a jak wyjaśnię sobie, czy przespałem solo debiut
Na dyskach mamy odpowiedź
I czy będzie drugie ""Heavy...""? Nie wiem, damy znać blokom
Sprzedaliśmy nie za wiele - między nami spoko",1,False,132,16,793
454,Michał Tomasik,1,"#hot16challenge2
Nigdy nie miałem problemu z siedzeniem w domu
Ale dopiero co sie za siebie wziąłem
Korposzczur pobiega kołowrotkiem, co jest?
Zamkneli mi klamke przed nosem, los tego chciał ze pandemia
Wiem, wiem to nie tragedia
Poza tym, nie za wiele to zmienia
Pracuje zdalnie, więc nadal go nie mam
Czasu żeby robić płytę, ale coś tam sklecam
Mógłbym obiecać zloto, ja jednak
Daje wokal na track. Na tracki
Kupiłem sobie nowe słuchawki
Teraz zmieniam soundy, drę paczki
Wycieram klapki, nie laczki
Najbardziej z tej akcji, lubie pustke na ulicach
Rycerze w przyłbicach. Wszystko w plastikach
Świat trwały, jak z domina to widać
Troche lipa to pisać, ale to wina covida
Mój brak szesciopaka. Pomijam obijanie się
Jakoś się układa
Daje szesnastkę tę w zamian. Pozdrawiam",21,772,"Nigdy nie miałem problemu z siedzeniem w domu
Ale dopiero co sie za siebie wziąłem
Korposzczur pobiega kołowrotkiem, co jest?
Zamkneli mi klamke przed nosem, los tego chciał ze pandemia
Wiem, wiem to nie tragedia
Poza tym, nie za wiele to zmienia
Pracuje zdalnie, więc nadal go nie mam
Czasu żeby robić płytę, ale coś tam sklecam
Mógłbym obiecać zloto, ja jednak
Daje wokal na track. Na tracki
Kupiłem sobie nowe słuchawki
Teraz zmieniam soundy, drę paczki
Wycieram klapki, nie laczki
Najbardziej z tej akcji, lubie pustke na ulicach
Rycerze w przyłbicach. Wszystko w plastikach
Świat trwały, jak z domina to widać
Troche lipa to pisać, ale to wina covida
Mój brak szesciopaka. Pomijam obijanie się
Jakoś się układa
Daje szesnastkę tę w zamian. Pozdrawiam",1,False,125,20,755
455,Michał Wrzos,1,"#hot16challenge2
Można to było przewidzieć - po fakcie jestem prorokiem
Patrzyłem jak tańczą cienie, a nie na ogień pod blokiem
Studio mi płonie jak Biebrzański Narodowy
Mam na głowie Orient Express ale kilka spraw mam z głowy
Trzech Króli za nami, a Ty pobiegasz z koroną?
Bez tej maski... wyglądasz mi nieznajomo
Odliczamy dni w Jaskini... Jak za Platona (ej)
Przy Netflixie ta pandemia mnie trzyma w szponach
A Ty umywałeś ręce jeszcze przed pandemią...
Chciałbyś być numerem jeden a mi wszystko jedno
Robisz z siebie medium ja nagłaśniam sprawę mediom
Nie chcesz na mnie trafić kiedy trafiam w sedno
I w tym mieście jakoś pusto i by mogło tak zostać
Jak masz jakiś wolny fundusz, to najlepiej na nas postaw
Dokonuję dziś wyborów choć nie pójdę na wybory
Wolę przelać hajs na zbiórkę niż promować instastory
Zbiórka przejdzie do historii, ja nie ulegam histerii
Jak masz trochę czasu popchnij to, my nie jesteśmy bierni
Nie jesteśmy bierni
My nie jesteśmy bierni
Nie jestem raperką
Choć słowem się chlubię
I bujam od czasu jakiegoś
W tej muzie
Nie jestem szesnastką
Choć miło się czuję
Gdy o dowód pyta mnie barman w night klubie
Od blisko 60 nocy największą balangą jest
Szklanka coli z jackiem, paczka żelków, serial, znasz to
Przez szybę patrzę czule jak gołębie s*ają w balkon
Szkoda że nie położyliśmy płytek przed kwarantanną
Dopisałam cztery wersy
Chociaż mąż mówił, że wstyd
Że na rapie znam się gorzej
Niż na gumie turbo młodzież",36,1441,"Można to było przewidzieć - po fakcie jestem prorokiem
Patrzyłem jak tańczą cienie, a nie na ogień pod blokiem
Studio mi płonie jak Biebrzański Narodowy
Mam na głowie Orient Express ale kilka spraw mam z głowy
Trzech Króli za nami, a Ty pobiegasz z koroną?
Bez tej maski... wyglądasz mi nieznajomo
Odliczamy dni w Jaskini... Jak za Platona (ej)
Przy Netflixie ta pandemia mnie trzyma w szponach
A Ty umywałeś ręce jeszcze przed pandemią...
Chciałbyś być numerem jeden a mi wszystko jedno
Robisz z siebie medium ja nagłaśniam sprawę mediom
Nie chcesz na mnie trafić kiedy trafiam w sedno
I w tym mieście jakoś pusto i by mogło tak zostać
Jak masz jakiś wolny fundusz, to najlepiej na nas postaw
Dokonuję dziś wyborów choć nie pójdę na wybory
Wolę przelać hajs na zbiórkę niż promować instastory
Zbiórka przejdzie do historii, ja nie ulegam histerii
Jak masz trochę czasu popchnij to, my nie jesteśmy bierni
Nie jesteśmy bierni
My nie jesteśmy bierni
Nie jestem raperką
Choć słowem się chlubię
I bujam od czasu jakiegoś
W tej muzie
Nie jestem szesnastką
Choć miło się czuję
Gdy o dowód pyta mnie barman w night klubie
Od blisko 60 nocy największą balangą jest
Szklanka coli z jackiem, paczka żelków, serial, znasz to
Przez szybę patrzę czule jak gołębie s*ają w balkon
Szkoda że nie położyliśmy płytek przed kwarantanną
Dopisałam cztery wersy
Chociaż mąż mówił, że wstyd
Że na rapie znam się gorzej
Niż na gumie turbo młodzież",1,False,243,35,1424
456,Miexon,1,"Locked Up #hot16challenge2
Jak prožíváš karanténu Niku? – Jsem locked up ve studiu
A chybí mi shows a chybí mi moshpit, nahranejch sto tracků v zásobníku
Bars střílím jako uzi tu-tu-tu, píšou mi holky na Instagramu
Kdy se uvidíme? – Nevim, bibi, až todle skončí, hned odletím pryč
Asi Neapol Londýn nebo Paris
Ale nedokážu odhadnout, jak dlouho potrvá healing a výroba antidote, wow
Potřebujeme restart na chvíli pausnout a na chvíli nastavit řád
I když chaos je mi sympatičtější, yeah, yeah, yeah, yeah, yeah
Dnešní den byl stejnej jak včerejší, jediný, co vyměnil jsem – bílý tee za černý
Obul jsem jinou colorway J's, all my dayz, all my dayz
Milion Plus má base
Konex ten velký beatmaker a face potetovanej jak Yzomandias, hah
Tour Double Trouble odložena, přeložena na neurčito
Snad na podzim, snad už brzo, huh, snad soon
Do tý doby stay home, stay safe, stay high, stay based, yeah
Pozitivní mood mám, zabal to, odpal to, neposílej to dál

Haha, Gold Cigo, yah
Tohle je #hot16challenge2
A já bych rád nominoval následující, uh
Viktor Sheen, Orion, uhh, Mc Gey, Astralkid22 a Robin Zoot
Bang, haha",22,1103,"Locked Up #hot16challenge2
Jak prožíváš karanténu Niku? – Jsem locked up ve studiu
A chybí mi shows a chybí mi moshpit, nahranejch sto tracků v zásobníku
Bars střílím jako uzi tu-tu-tu, píšou mi holky na Instagramu
Kdy se uvidíme? – Nevim, bibi, až todle skončí, hned odletím pryč
Asi Neapol Londýn nebo Paris
Ale nedokážu odhadnout, jak dlouho potrvá healing a výroba antidote, wow
Potřebujeme restart na chvíli pausnout a na chvíli nastavit řád
I když chaos je mi sympatičtější, yeah, yeah, yeah, yeah, yeah
Dnešní den byl stejnej jak včerejší, jediný, co vyměnil jsem – bílý tee za černý
Obul jsem jinou colorway J's, all my dayz, all my dayz
Milion Plus má base
Konex ten velký beatmaker a face potetovanej jak Yzomandias, hah
Tour Double Trouble odložena, přeložena na neurčito
Snad na podzim, snad už brzo, huh, snad soon
Do tý doby stay home, stay safe, stay high, stay based, yeah
Pozitivní mood mám, zabal to, odpal to, neposílej to dál

Haha, Gold Cigo, yah
Tohle je #hot16challenge2
A já bych rád nominoval následující, uh
Viktor Sheen, Orion, uhh, Mc Gey, Astralkid22 a Robin Zoot
Bang, haha",0,False,219,22,1103
457,Migekk,1,"#hot16challenge2
Chcę tu duże słowa ale coś nie umiem czytać
Wczoraj wertowałem se Kunderę, dzisiaj Tango to nie postać
Moja by szadź obcych spojrzeń mnie objęła
Ale w końcu wspólną cechą są 	urojenia
Upojenie
Żeby  było coś inaczej
No to raczej
Do szesnastu umiem liczyć Cztery razy cztery
Ja nie gubię przyczepności choć przy stopach zimny
Bardzo chciałbym dodać tu anielskie śpiewy
Czasem nie wiem co tam słychać
To rozmycie granicy
Więc do góry Małysza
Jak możesz sunąć kulisy
I dorzucić do pieca
To zrobię sobie wreszcie coś na zęba
A
W istocie jestem głodny na prospekt
Może skończę jak Marsjasz
Może zasłużę 		na respekt
Za horyzont płyną tylko dwa 		 daremne żale
I znikome martwe mary nie obchodzą mnie już wcale",23,721,"Chcę tu duże słowa ale coś nie umiem czytać
Wczoraj wertowałem se Kunderę, dzisiaj Tango to nie postać
Moja by szadź obcych spojrzeń mnie objęła
Ale w końcu wspólną cechą są urojenia
Upojenie
Żeby było coś inaczej
No to raczej
Do szesnastu umiem liczyć Cztery razy cztery
Ja nie gubię przyczepności choć przy stopach zimny
Bardzo chciałbym dodać tu anielskie śpiewy
Czasem nie wiem co tam słychać
To rozmycie granicy
Więc do góry Małysza
Jak możesz sunąć kulisy
I dorzucić do pieca
To zrobię sobie wreszcie coś na zęba
A
W istocie jestem głodny na prospekt
Może skończę jak Marsjasz
Może zasłużę na respekt
Za horyzont płyną tylko dwa daremne żale
I znikome martwe mary nie obchodzą mnie już wcale",1,False,120,22,697
458,Miki,1,"#hot16challenge2
Moje drzewko na geniusie mokry sen twojej dupy
Ty latasz skuty a mój ziom zakuty
Matki cała pensje wydałeś na buty
Otwieram szafe i mam chrzan jak u kaza
Ja w głowie poukładane a ty w głowie masz balagan
Robię sobie nutę tu z ziomalem
Ja budzie się wyspany a ty znowu na zwale
Mamo ja nie pale pale pale pale
Pracuje sobie stale
Ja mam z tego papę a ty biegasz na przypale
Ona się rozbiera jak widzi moja pieczareę
Gotuje tutaj sos jak Magda Gessler
Twoj ziomek to pedał a myślisz że Hustler
Jebac gucci chodzę tylko po lumpeksie
Wiem jak wydawać i jak mam zarobić becel
Mój kolega ogarnie kozaczek tu za 200
Ja pierwsza liga genius niewidoczny na papierze",18,673,"Moje drzewko na geniusie mokry sen twojej dupy
Ty latasz skuty a mój ziom zakuty
Matki cała pensje wydałeś na buty
Otwieram szafe i mam chrzan jak u kaza
Ja w głowie poukładane a ty w głowie masz balagan
Robię sobie nutę tu z ziomalem
Ja budzie się wyspany a ty znowu na zwale
Mamo ja nie pale pale pale pale
Pracuje sobie stale
Ja mam z tego papę a ty biegasz na przypale
Ona się rozbiera jak widzi moja pieczareę
Gotuje tutaj sos jak Magda Gessler
Twoj ziomek to pedał a myślisz że Hustler
Jebac gucci chodzę tylko po lumpeksie
Wiem jak wydawać i jak mam zarobić becel
Mój kolega ogarnie kozaczek tu za 200
Ja pierwsza liga genius niewidoczny na papierze",1,False,123,17,656
